"Book","DMC","TechName","IssueNumber","IssueYear","IssueMonth","IssueDay","DMC_ID","EMODBuild","ICNCollection","ICNCount"
"FIM","DMC-1KC46-A-23-11-0000-18A0F-421A-A","Right Mil HF Receiver/Exciter Internal Problems - Fault Isolation","003","2017","04","22","BFBD44F20237D63F35A83B0243BC3527","","","0"
"FIM","DMC-1KC46-A-23-11-0000-19A0F-421A-A","AFMC Has no Input from Right Mil HF Radio - Fault Isolation","001","2017","04","22","IF35C7325FBC753BCE0F117930D33584","","","0"
"FIM","DMC-1KC46-A-23-11-0000-20A0F-421A-A","HF DATALINK OFF Message (Memo) Shows on EICAS - Fault Isolation","001","2017","04","22","G95CF3EB38FAD6B3BBF57A4F161811FC","","","0"
"FIM","DMC-1KC46-A-23-12-0000-01A0F-400A-A","23-12 TASKS","002","2016","12","22","PAAE800831C7F509CDACD86628C35977","","","0"
"FIM","DMC-1KC46-A-23-12-0000-02A0F-421A-A","Left VHF Transceiver Internal Problems - Fault Isolation","002","2016","12","22","LF32D02ACBDBFC3409C92A6C33002802","","","0"
"FIM","DMC-1KC46-A-23-12-0000-03A0F-421A-A","Right VHF Transceiver Internal Problems - Fault Isolation","002","2016","12","22","JD852FE22314210116A828F99EC901E8","","","0"
"FIM","DMC-1KC46-A-23-12-0000-04A0F-421A-A","Left VHF Communication Transceiver No Output on Any Bus - Fault Isolation","002","2016","12","22","E2DA34EA28B7E1316415963B350E94C0","","","0"
"FIM","DMC-1KC46-A-23-12-0000-05A0F-421A-A","Left VHF Communication Transceiver No Output on DATA OUT Bus Problems - Fault Isolation","002","2016","12","22","J51E8ADC1E38567CCABEF8A6EB87B5C4","","","0"
"FIM","DMC-1KC46-A-23-12-0000-06A0F-421A-A","Right VHF Communication Transceiver No Output on Any Bus - Fault Isolation","002","2016","12","22","PEC3603541B4592E75F7EA9D1108E1E4","","","0"
"FIM","DMC-1KC46-A-23-12-0000-07A0F-421A-A","Right VHF Communication Transceiver No Output on DATA OUT Bus Problems - Fault Isolation","002","2016","12","22","K2242496091CE502D8700AFAF4B6360C","","","0"
"FIM","DMC-1KC46-A-23-12-0000-08A0F-421A-A","Left VHF Communication Transceiver No Output on CMC OUT Bus - Fault Isolation","002","2016","12","22","O578E59124D0F3FE157C75EE58306AA6","","","0"
"FIM","DMC-1KC46-A-23-12-0000-09A0F-421A-A","Right VHF Communication Transceiver No Output on CMC OUT Bus - Fault Isolation","002","2016","12","22","P799A13A659E4E6F987C83F9CEE020BC","","","0"
"FIM","DMC-1KC46-A-23-12-0000-10A0F-421A-A","Left VHF Communication Transceiver No Input from Left DPC on CMCF COMMAND SUMMARY Bus 1 - Fault Isolation","002","2016","12","22","J0C1FA74A03F30DDF0C3077D24BE99F7","","","0"
"FIM","DMC-1KC46-A-23-12-0000-11A0F-421A-A","Left VHF Communication Transceiver No Input from Left RTP on I/P PORT A ARINC 429 Bus - Fault Isolation","002","2016","12","22","K1EBF74DC5B847CC14FAAD6643D850AB","","","0"
"FIM","DMC-1KC46-A-23-12-0000-12A0F-421A-A","VHF-L has no input from Right RTP on I/P PORT B ARINC 429 Bus - Fault Isolation","002","2016","12","22","O12DA302788C83694499F8F0E1A8877A","","","0"
"FIM","DMC-1KC46-A-23-12-0000-13A0F-421A-A","Left VHF Communication Transceiver No Input from Left AFMC on CMU L INPUT Bus - Fault Isolation","002","2016","12","22","B155C31F79F126E4341BA43B06135781","","","0"
"FIM","DMC-1KC46-A-23-12-0000-14A0F-421A-A","Left VHF Communication Transceiver No Input from Right AFMC on CMU R INPUT Bus - Fault Isolation","002","2016","12","22","B80EC4FCF6F9FCA4678A4306C1E1FABE","","","0"
"FIM","DMC-1KC46-A-23-12-0000-15A0F-421A-A","Right VHF Communication Transceiver No Input from Right DPC on CMCF COMMAND SUMMARY Bus 1 - Fault Isolation","002","2016","12","22","C2F70BD04308EE5BA5A8AA198999E1AE","","","0"
"FIM","DMC-1KC46-A-23-12-0000-16A0F-421A-A","Right VHF Communication Transceiver No Input from Right RTP on I/P PORT A ARINC 429 Bus - Fault Isolation","002","2016","12","22","B97EDAC6726585B07952DBA90C029881","","","0"
"FIM","DMC-1KC46-A-23-12-0000-17A0F-421A-A","Right VHF Communication Transceiver No Input from Left RTP on I/P PORT B ARINC 429 Bus - Fault Isolation","002","2016","12","22","EB3266A57A51CE77856553963C8AE13F","","","0"
"FIM","DMC-1KC46-A-23-12-0000-18A0F-421A-A","Right VHF Communication Transceiver No Input from Left AFMC on CMU L INPUT Bus - Fault Isolation","002","2016","12","22","K4B62148211E4701DA5191CC8896EE16","","","0"
"FIM","DMC-1KC46-A-23-12-0000-19A0F-421A-A","Right VHF Communication Transceiver No Input from Right AFMC on CMU R INPUT Bus - Fault Isolation","002","2016","12","22","L5DCE7334350CBA376A4BA6EA17093D7","","","0"
"FIM","DMC-1KC46-A-23-12-0000-20A0F-421A-A","VHF ANT-L Feedback is High - Fault Isolation","002","2016","12","22","N1887732C7F1D901641AD0D54798272A","","","0"
"FIM","DMC-1KC46-A-23-12-0000-21A0F-421A-A","VHF ANT-R Feedback is High - Fault Isolation","002","2016","12","22","H20A5A4EAC38F24953923F1611148D6E","","","0"
"FIM","DMC-1KC46-A-23-12-0000-22A0F-421A-A","VHF DATALINK OFF Message (Memo) Shows on EICAS - Fault Isolation","001","2016","12","22","F6CA270DF48421A0BA106386A6F4212F","","","0"
"FIM","DMC-1KC46-A-23-16-0000-01A0F-400A-A","UHF/VHF COMMUNICATION SYSTEM","004","2016","12","22","G968F1A940053D38F314CE0AB85A69AB","","","0"
"FIM","DMC-1KC46-A-23-16-0000-02A0F-421A-A","Center Military U/VHF Transceiver Internal Problems - Fault Isolation","005","2017","04","22","F42529E677F0EC6B6BC17AB35E0F1C00","","","0"
"FIM","DMC-1KC46-A-23-16-0000-03A0F-421A-A","Left Military U/VHF Transceiver Internal Problems - Fault Isolation","003","2016","12","22","K877317E954B0136274E97EE906AF04C","","","0"
"FIM","DMC-1KC46-A-23-16-0000-04A0F-421A-A","Right Military U/VHF Transceiver Internal Problems - Fault Isolation","004","2016","12","22","L7F88A9305F4077A2983CBDB081BC296","","","0"
"FIM","DMC-1KC46-A-23-16-0000-05A0F-421A-A","Center UHF/VHF Digital Logic Converter Fault - Fault Isolation","003","2016","12","22","JD90FB153BCAC23243E06A6AC3C9649B","","","0"
"FIM","DMC-1KC46-A-23-16-0000-06A0F-421A-A","Right U/VHF Antenna is Out of Range - Fault Isolation","004","2016","12","22","BE789A10CA696C3851F95EB705EAA11B","","","0"
"FIM","DMC-1KC46-A-23-16-0000-07A0F-421A-A","Left UHF/VHF Digital Logic Converter Fault - Fault Isolation","003","2016","12","22","F4F39578E8BB526F3F477C78D58CF7AF","","","0"
"FIM","DMC-1KC46-A-23-16-0000-08A0F-421A-A","Left U/VHF Antenna is Out of Range - Fault Isolation","004","2016","12","22","L530972D365700195F6FD4955B9B6F6A","","","0"
"FIM","DMC-1KC46-A-23-16-0000-09A0F-421A-A","Right UHF/VHF Digital Logic Converter Fault - Fault Isolation","003","2016","12","22","N90733616650BA847ECDC8F8819D588C","","","0"
"FIM","DMC-1KC46-A-23-16-0000-10A0F-421A-A","AFMC is Reporting an Activity Fault for the Left Military U/VHF Transceiver - Fault Isolation","003","2016","12","22","D77CD97347B34085669E764D5C10BBFC","","","0"
"FIM","DMC-1KC46-A-23-16-0000-11A0F-421A-A","AFMC is Reporting an Activity Fault for the Center Military U/VHF Transceiver - Fault Isolation","003","2016","12","22","OD4702D116AB60439B4514BE0379C0DC","","","0"
"FIM","DMC-1KC46-A-23-16-0000-12A0F-421A-A","AFMC is Reporting an Activity Fault for the Right Military U/VHF Transceiver - Fault Isolation","003","2016","12","22","I20ACFADF647E2616D70A1B2738CD6B4","","","0"
"FIM","DMC-1KC46-A-23-16-0000-13A0F-421A-A","Left Military U/VHF Transceiver has Reported a Black 1553 Chipset Fault - Fault Isolation","002","2016","12","22","O9F723D35F1BB0D28F65B254BCA6504B","","","0"
"FIM","DMC-1KC46-A-23-16-0000-14A0F-421A-A","Left Military U/VHF Transceiver has Reported a Red 1553 Chipset Fault - Fault Isolation","002","2016","12","22","HDFCC95490EB8EE4AFF03BE432942100","","","0"
"FIM","DMC-1KC46-A-23-16-0000-15A0F-421A-A","Right Military U/VHF Transceiver has Reported a Black 1553 Chipset Fault - Fault Isolation","002","2016","12","22","E7857EE628E00B367908174AD3BB982E","","","0"
"FIM","DMC-1KC46-A-23-16-0000-16A0F-421A-A","Right Military U/VHF Transceiver has Reported a Red 1553 Chipset Fault - Fault Isolation","002","2016","12","22","GF415EA4A3487C3049593A97FA05AF07","","","0"
"FIM","DMC-1KC46-A-23-16-0000-17A0F-421A-A","Center Military U/VHF Transceiver has Reported a VSWR Fault - Fault Isolation","002","2016","12","22","PC9D85D61DC1872D0BEF5E491DFCC32B","","","0"
"FIM","DMC-1KC46-A-23-16-0000-18A0F-421A-A","Left Military U/VHF Transceiver has Reported a VSWR Fault - Fault Isolation","002","2016","12","22","JBD5B63BBDB38337508B5D1B775DD9B1","","","0"
"FIM","DMC-1KC46-A-23-16-0000-19A0F-421A-A","Right Military U/VHF Transceiver has Reported a VSWR Fault - Fault Isolation","002","2016","12","22","O7C864EECFD52538FAF760FEF2497535","","","0"
"FIM","DMC-1KC46-A-23-16-0000-20A0F-421A-A","Center Military U/VHF Transceiver has Reported an Equipment NO GO Fault - Fault Isolation","002","2016","12","22","N4CFBB2D85679BA6D4CFB2EDCDB13E14","","","0"
"FIM","DMC-1KC46-A-23-16-0000-21A0F-421A-A","Left Military U/VHF Transceiver has Reported an Equipment NO GO Fault - Fault Isolation","002","2016","12","22","L27378D19E033848AA4C8D778477CBEB","","","0"
"FIM","DMC-1KC46-A-23-16-0000-22A0F-421A-A","Right Military U/VHF Transceiver has Reported an Equipment NO GO Fault - Fault Isolation","002","2016","12","22","G23E19048AFA80026E418DBF28FB3A7F","","","0"
"FIM","DMC-1KC46-A-23-18-0000-01A0F-400A-A","MULTIFUNCTION INFORMATION DISTRIBUTION SYSTEM","002","2016","12","22","G438CE4DF35167A78739176D2906AF56","","","0"
"FIM","DMC-1KC46-A-23-18-0000-02A0F-421A-A","MIDS LVT Terminal Internal Problems - Fault Isolation","004","2016","12","22","D99849F8B0DDEB5CA8F36FA161DE2C71","","","0"
"FIM","DMC-1KC46-A-23-21-0000-01A0F-400A-A","23-21 - TASKS","002","2016","12","22","IE8EA8CDB622B0B5504D25188C4E20C7","","","0"
"FIM","DMC-1KC46-A-23-21-0000-02A0F-421A-A","EICAS Message L HF SELCAL - Fault Isolation","001","2015","12","22","F08BAC645AB7DFC90743A76CC7AF8C20","","","0"
"FIM","DMC-1KC46-A-23-21-0000-03A0F-421A-A","EICAS Message R HF SELCAL - Fault Isolation","001","2015","12","22","H2B3D732673B357957C31C1D23E9FEAF","","","0"
"FIM","DMC-1KC46-A-23-21-0000-04A0F-421A-A","EICAS Message L VHF SELCAL - Fault Isolation","001","2015","12","22","A4F0ABD4C5D86B7FC182C639B1A0C584","","","0"
"FIM","DMC-1KC46-A-23-21-0000-05A0F-421A-A","EICAS Message R VHF SELCAL - Fault Isolation","001","2015","12","22","GE04DA4F3CED60B21165C91814154183","","","0"
"FIM","DMC-1KC46-A-23-24-0000-01A0F-400A-A","EMERGENCY LOCATOR TRANSMITTER SYSTEM","002","2016","12","22","D6F2A04603492C68D203EF387998033F","","","0"
"FIM","DMC-1KC46-A-23-24-0000-02A0F-421A-A","Emergency Locator Transmitter Has Been Disabled - Fault Isolation","001","2016","08","22","P643A61BBD080DEA517CEC29B0C464D8","","","0"
"FIM","DMC-1KC46-A-23-24-0000-03A0F-421A-A","Emergency Locator Transmitter Has Been Activated - Fault Isolation","001","2016","08","22","IEFBD4A5226A0756F058B7B53C9B0996","","","0"
"FIM","DMC-1KC46-A-23-25-0000-01A0F-400A-A","23-25 TASKS","002","2016","12","22","DA154DD06B1E704DE2E43A4F88BED083","","","0"
"FIM","DMC-1KC46-A-23-25-0000-02A0F-421A-A","Low Noise Amplifier/Diplexer Filter Internal Problems - Fault Isolation","002","2016","12","22","O1850A4D4388B50BDABE225E6697EEB3","","","0"
"FIM","DMC-1KC46-A-23-25-0000-03A0F-421A-A","High Gain Antenna Internal Problems - Fault Isolation","002","2016","12","22","N8EC1636E2F9B870734F7BAE5DCAA3C4","","","0"
"FIM","DMC-1KC46-A-23-25-0000-04A0F-421A-A","Left SDU Transceiver Internal Problems - Fault Isolation","002","2016","12","22","EECCDB374DDA5BF778EC6E39A8A90038","","","0"
"FIM","DMC-1KC46-A-23-25-0000-05A0F-421A-A","Left High Power Amplifier Internal Problems - Fault Isolation","002","2016","12","22","D80D3EA7BEF3AA71A53CF25B36E64BA5","","","0"
"FIM","DMC-1KC46-A-23-25-0000-06A0F-421A-A","SDU Configuration Module Internal Problems - Fault Isolation","002","2016","12","22","OD1D7A60D1D86897D0EB59D823C49FC6","","","0"
"FIM","DMC-1KC46-A-23-25-0000-07A0F-421A-A","Left Satellite Data Unit Program Pin Problems - Fault Isolation","002","2016","12","22","A2BE4E22AF20445549DDE51F3C29E325","","","0"
"FIM","DMC-1KC46-A-23-25-0000-08A0F-421A-A","Left Satellite Data Unit No Input from Left ADIRU on IRS-L ARINC 429 Bus - Fault Isolation","002","2016","12","22","MAB7C808A7039A360DDB2FF897A0FA49","","","0"
"FIM","DMC-1KC46-A-23-25-0000-09A0F-421A-A","Left Satellite Data Unit No Input from Center ADIRU on IRS-C ARINC 429 Bus - Fault Isolation","002","2016","12","22","MA384C9DB979257A9FE7D45B33B54995","","","0"
"FIM","DMC-1KC46-A-23-25-0000-10A0F-421A-A","Left Satellite Data No Output on Ethernet Port 3 Problems - Fault Isolation","002","2016","12","22","I764BC84344B63EB5803FC0F0252C6D4","","","0"
"FIM","DMC-1KC46-A-23-25-0000-11A0F-421A-A","Left Satellite Data Unit No Output on Multi-Ctrl Bus - Fault Isolation","002","2016","12","22","NF3C0EC2FD4571E1F97F69039216856D","","","0"
"FIM","DMC-1KC46-A-23-25-0000-12A0F-421A-A","Left Satellite Data Unit No Output on bus to SCM - Fault Isolation","002","2016","12","22","L002298D09FA2338BDC475FF3284D06C","","","0"
"FIM","DMC-1KC46-A-23-25-0000-13A0F-421A-A","Low Noise Amplifier/Diplexer Fltr to SDU Rx Path is Out of Range - Fault Isolation","002","2016","12","22","B80264E311A499D1CB9A704DB9308B20","","","0"
"FIM","DMC-1KC46-A-23-25-0000-14A0F-421A-A","Left Satellite Data Unit No Output on Multi-Ctrl bus to HPA Problems - Fault Isolation","002","2016","12","22","JCCD24696EB518E9921C3EF145D5FC6A","","","0"
"FIM","DMC-1KC46-A-23-25-0000-15A0F-421A-A","High Power Amplifier No Output on HPA bus to SDU Problems - Fault Isolation","002","2016","12","22","OA518DB11083FB27E0C62D1467FFA43E","","","0"
"FIM","DMC-1KC46-A-23-25-0000-16A0F-421A-A","Satellite Data Unit to HPA Tx Path is Out of Range - Fault Isolation","002","2016","12","22","O3347EEC38C0C1D2C12978C50D2D8CFF","","","0"
"FIM","DMC-1KC46-A-23-25-0000-17A0F-421A-A","Left Satellite Data Unit No Input from HGA on HGA BITE Bus - Fault Isolation","002","2016","12","22","JFFC8A055657C6E923A58241E90B3FB8","","","0"
"FIM","DMC-1KC46-A-23-25-0000-18A0F-421A-A","Left Satellite Data Unit No Input from SCM - Fault Isolation","002","2016","12","22","J3D7AACFB8CFBEA96A38CB5D2CFE473C","","","0"
"FIM","DMC-1KC46-A-23-25-0000-19A0F-421A-A","Left Satellite Data Unit No Output on CMC OUTPUT Bus - Fault Isolation","002","2016","12","22","EB11C36A6F49761072C8EBB9F58A3F9D","","","0"
"FIM","DMC-1KC46-A-23-25-0000-20A0F-421A-A","Left Satellite Data Unit No Output on DATA LINK OUTPUT Bus - Fault Isolation","002","2016","12","22","B9F5921C6466A3DD4AF35D88F2B68A8D","","","0"
"FIM","DMC-1KC46-A-23-25-0000-21A0F-421A-A","Left Satellite Data Unit No Input from Center DPC on CMC CMD SUMMARY Bus 1 - Fault Isolation","002","2016","12","22","F98E7DA30FDBA5C9B27595171CA3BF2B","","","0"
"FIM","DMC-1KC46-A-23-25-0000-22A0F-421A-A","Left Satellite Data Unit No Output on MCDU OUT Bus - Fault Isolation","002","2016","12","22","FA8F71648AF5E2C19CD75D722EC95B64","","","0"
"FIM","DMC-1KC46-A-23-25-0000-23A0F-421A-A","Left Satellite Data Unit No Input from Left AFMC on DCMF-L/ACARS/CMU 1 Bus - Fault Isolation","002","2016","12","22","M603E40DBD77FA91AB0A071B3510AFE9","","","0"
"FIM","DMC-1KC46-A-23-25-0000-24A0F-421A-A","Left Satellite Data Unit No Input from Right AFMC on DCMF-L/ACARS/CMU 2 ARINC 429 Bus - Fault Isolation","002","2016","12","22","PD3D18FE8245EA3EBEB84C41106655E4","","","0"
"FIM","DMC-1KC46-A-23-25-0000-25A0F-421A-A","Left Satellite Data Unit No Input from Left MMR on GPS-L Bus - Fault Isolation","003","2016","12","22","B632221954E9421FA95F71CF3E62418C","","","0"
"FIM","DMC-1KC46-A-23-25-0000-26A0F-421A-A","Left Satellite Data Unit No Input from Center MCDU on CDU-C ARINC 429 Bus - Fault Isolation","002","2016","12","22","KAE6B900F375C1B7E8A2ED4F0FA8EE32","","","0"
"FIM","DMC-1KC46-A-23-25-0000-27A0F-421A-A","Left Satellite Data Unit No Input from Left MCDU on CDU-L ARINC 429 Bus - Fault Isolation","002","2016","12","22","K2FC0B43F9D39795524F3ECBCDDD2821","","","0"
"FIM","DMC-1KC46-A-23-25-0000-28A0F-421A-A","Left Satellite Data Unit No Input from Right MCDU on CDU-R ARINC 429 Bus - Fault Isolation","002","2016","12","22","P96434B6EA5B66A03C06D261F002AF53","","","0"
"FIM","DMC-1KC46-A-23-25-0000-29A0F-421A-A","Left Satellite Data Unit No Input from T3CAS on GP 1 ARINC 429 Bus - Fault Isolation","002","2016","12","22","O2A99EC6BA9E6511533A63A6314C1261","","","0"
"FIM","DMC-1KC46-A-23-25-0000-30A0F-421A-A","Left Satellite Data Unit Temperature is High - Fault Isolation","002","2016","12","22","GD7A9AFFA57F65C6EF852BEDBDF3B88A","","","0"
"FIM","DMC-1KC46-A-23-25-0000-31A0F-421A-A","Left High Power Amplifier Temperature is High","002","2016","12","22","M8E6957676A2378ABB8467FDFE637A68","","","0"
"FIM","DMC-1KC46-A-23-25-0000-32A0F-421A-A","High Power Amplifier to High Gain Antenna VSWR is Out of Range - Fault Isolation","002","2016","12","22","M67799D910C72D736212097B11B61607","","","0"
"FIM","DMC-1KC46-A-23-25-0000-33A0F-421A-A","Left Satellite Data Unit has No output on any Bus - Fault Isolation","002","2016","12","22","L666408357006BAFA92CB491AB9051CC","","","0"
"FIM","DMC-1KC46-A-23-25-0000-34A0F-421A-A","EICAS Message L SAT CALL IN PROG - Fault Isolation","001","2015","12","22","J2C8968D87937172A46C7BFC55A81E12","","","0"
"FIM","DMC-1KC46-A-23-25-0000-35A0F-421A-A","EICAS Message R SAT CALL IN PROG - Fault Isolation","001","2015","12","22","B2CE6F960F32FF79F8F2ACF4C7347D99","","","0"
"FIM","DMC-1KC46-A-23-25-0000-36A0F-421A-A","EICAS Message SATVOICE AVAIL - Fault Isolation","001","2015","12","22","E7834CE4EC226FA68E34593A10C017B2","","","0"
"FIM","DMC-1KC46-A-23-25-0000-37A0F-421A-A","EICAS Message L SATCOM CALL - Fault Isolation","001","2015","12","22","GD9EEE54AE962DEBB2344C2EE7EE8F16","","","0"
"FIM","DMC-1KC46-A-23-25-0000-38A0F-421A-A","EICAS Message R SATCOM CALL - Fault Isolation","001","2015","12","22","EBAFB8C8CBAB0B29EB7634C6AFF45831","","","0"
"FIM","DMC-1KC46-A-23-27-0000-01A0F-400A-A","23-27 TASKS","004","2016","12","22","B9001A15B33DB817F1837688093B8151","","","0"
"FIM","DMC-1KC46-A-23-27-0000-02A0F-421A-A","Military UHF SATCOM Transceiver Internal Problems - Fault Isolation","004","2016","12","22","N485CABFE13BDCC687C83A41DD644B83","","","0"
"FIM","DMC-1KC46-A-23-27-0000-03A0F-421A-A","Military UHF SATCOM Antenna Internal Problems - Fault Isolation","002","2016","12","22","JAC072939D3D2B7FA6DFDC8EB6081E00","","","0"
"FIM","DMC-1KC46-A-23-27-0000-04A0F-421A-A","Miliatary UHF SATCOM Voltage Standing Wave Ratio is Out of Tolerance RF Path - Fault Isolation","004","2016","12","22","O438ECF7AB4A417FF3053CF031C2DB75","","","0"
"FIM","DMC-1KC46-A-23-27-0000-05A0F-421A-A","Military UHF SATCOM has Detected an LNA LRU Fault - Fault Isolation","002","2016","12","22","OCF154D744CAFC49EEECD6ADA5E81704","","","0"
"FIM","DMC-1KC46-A-23-27-0000-06A0F-421A-A","Military UHF SATCOM High Power Amplifier Loss of Power - Fault Isolation","004","2017","10","22","H8396B5C487BDE556BF7FF71477C544F","","","0"
"FIM","DMC-1KC46-A-23-27-0000-07A0F-421A-A","Military UHF SATCOM Has Reported an HPA Fault - Fault Isolation","002","2016","12","22","ED3E25AFAA804689D863769CF252C809","","","0"
"FIM","DMC-1KC46-A-23-27-0000-08A0F-421A-A","Military UHF SATCOM Has a Black 1553 Chipset Fault - Fault Isolation","002","2016","12","22","PFF33207AB50E823E4C80F77C089A43C","","","0"
"FIM","DMC-1KC46-A-23-27-0000-09A0F-421A-A","Military UHF SATCOM Has a Red 1553 Chipset Fault - Fault Isolation","002","2016","12","22","D790F29FF68C8752DD04FEAD9C83101D","","","0"
"FIM","DMC-1KC46-A-23-27-0000-10A0F-421A-A","Military UHF SATCOM has Reported an Equipment NO GO Fault - Fault Isolation","002","2016","12","22","NC46562FEC85E47279FA81FD72C618DF","","","0"
"FIM","DMC-1KC46-A-23-29-0000-01A0F-400A-A","INTEL BROADCAST RECEIVER SYSTEM","002","2016","12","22","BC1D50FB309061043215DCB0164D6F6D","","","0"
"FIM","DMC-1KC46-A-23-29-0000-02A0F-421A-A","Intel Broadcast Receiver Internal Problems - Fault Isolation","004","2016","12","22","PE27EE32E1B3DFBCBC9B4C58A419A3A9","","","0"
"FIM","DMC-1KC46-A-23-29-0000-03A0F-421A-A","Intel Broadcast Receiver has a Fault - Fault Isolation","004","2016","12","22","KB968F8C1A12534231472B0BADB037F1","","","0"
"FIM","DMC-1KC46-A-23-51-0000-01A0F-400A-A","23-51 TASKS","004","2016","12","22","BB703A372922EF5018444298B4C1FB7C","","","0"
"FIM","DMC-1KC46-A-23-51-0000-02A0F-421A-A","Right Audio Management Unit Internal Problems - Fault Isolation","002","2016","12","22","B8BEDCCD436258F2360B53A6AB035B80","","","0"
"FIM","DMC-1KC46-A-23-51-0000-03A0F-421A-A","Captain Audio Control Panel Internal Problems - Fault Isolation","002","2016","12","22","ED6C01030B4E74CA964B84E3B207ECF3","","","0"
"FIM","DMC-1KC46-A-23-51-0000-04A0F-421A-A","Pilot Audio Control Panel Internal Problems - Fault Isolation","002","2016","12","22","M6C994E85937066DFC7276EC7B1741DF","","","0"
"FIM","DMC-1KC46-A-23-51-0000-05A0F-421A-A","First Observer Audio Control Panel Internal Problems - Fault Isolation","002","2016","12","22","K870BFA92334C13F22BD315B84E1D106","","","0"
"FIM","DMC-1KC46-A-23-51-0000-06A0F-421A-A","Second Observer Audio Control Panel Internal Problems - Fault Isolation","002","2016","12","22","L65198D3197FE4C2F8EE95A11AC7DD89","","","0"
"FIM","DMC-1KC46-A-23-51-0000-07A0F-421A-A","Left AE Station Audio Control Panel Internal Problems - Fault Isolation","002","2017","04","22","M37B7EE58A2D7EB07FB178DCC41EFD2A","","","0"
"FIM","DMC-1KC46-A-23-51-0000-08A0F-421A-A","Right AE Station Audio Control Panel Internal Problems - Fault Isolation","002","2017","04","22","I2110DE7220F594EC6A5AB39B1030F5A","","","0"
"FIM","DMC-1KC46-A-23-51-0000-09A0F-421A-A","Left Audio Management Unit Internal Problems - Fault Isolation","002","2016","12","22","AFFD47E50A1721F47BC97090080F93FA","","","0"
"FIM","DMC-1KC46-A-23-51-0000-10A0F-421A-A","Interphone Select Panel 1 Internal Problems - Fault Isolation","002","2016","12","22","P78515126F9F1F4C82FAF4496AFC3DDE","","","0"
"FIM","DMC-1KC46-A-23-51-0000-11A0F-421A-A","Interphone Select Panel 2 Internal Problems - Fault Isolation","002","2016","12","22","I24EDB188B29C2180CE09D24B348954C","","","0"
"FIM","DMC-1KC46-A-23-51-0000-12A0F-421A-A","Interphone Select Panel 3 Internal Problems - Fault Isolation","002","2016","12","22","H733C52B998CDCE960C4CC7C107C6138","","","0"
"FIM","DMC-1KC46-A-23-51-0000-13A0F-421A-A","Interphone Select Panel 4 Internal Problems - Fault Isolation","002","2016","12","22","JA15F07283E30D8A349BD8376AD01E7B","","","0"
"FIM","DMC-1KC46-A-23-51-0000-14A0F-421A-A","Interphone Select Panel 5 Internal Problems - Fault Isolation","002","2016","12","22","O56711C3070B125445CD3DECAEE67F26","","","0"
"FIM","DMC-1KC46-A-23-51-0000-15A0F-421A-A","Interphone Select Panel 6 Internal Problems - Fault Isolation","002","2016","12","22","JA05FA345C14EF9076337D68B58220AB","","","0"
"FIM","DMC-1KC46-A-23-51-0000-16A0F-421A-A","Interphone Select Panel 7 Internal Problems - Fault Isolation","002","2016","12","22","OFC5F8BF47BC5973DFD1727BD8D58F0A","","","0"
"FIM","DMC-1KC46-A-23-51-0000-17A0F-421A-A","Interphone Select Panel 8 Internal Problems - Fault Isolation","002","2016","12","22","G1FB4C8412782420BD0F36F9B0CB49E5","","","0"
"FIM","DMC-1KC46-A-23-51-0000-18A0F-421A-A","Left Audio Management Unit No Input from Right AMU on the AMU-AMU SERIAL DATA LINK BUS #2 RX - Fault Isolation","002","2016","12","22","F3AA39B82614A0E78D87E4BF708E13F6","","","0"
"FIM","DMC-1KC46-A-23-51-0000-19A0F-421A-A","Left Audio Management Unit No Output on Any Bus - Fault Isolation","002","2016","12","22","P4B49588E0D2E6F16644CC401B06074C","","","0"
"FIM","DMC-1KC46-A-23-51-0000-20A0F-421A-A","Left Audio Management Unit No Input from AFMC-L or AFMC-R on 1553 BUS A or 1553 BUS B - Fault Isolation","002","2016","12","22","NA3306036E24B2849287EC79AA26C237","","","0"
"FIM","DMC-1KC46-A-23-51-0000-21A0F-421A-A","Left Audio Management Unit No Input from ARO ACP on the RS-485 Bus - Fault Isolation","003","2017","04","22","M4CD9A38F69A9C5453319C9729922CC0","","","0"
"FIM","DMC-1KC46-A-23-51-0000-22A0F-421A-A","Right Audio Management Unit No Input from AFMC-L or AFMC-R on 1553 BUS A or 1553 BUS B - Fault Isolation","002","2016","12","22","K0BDC6F3FAEEC42D85AB25C7D98CB41D","","","0"
"FIM","DMC-1KC46-A-23-51-0000-23A0F-421A-A","Right Audio Management Unit No Output on Any Bus - Fault Isolation","002","2016","12","22","M26DAFAD65DA28EF4B7AE29962DD7D06","","","0"
"FIM","DMC-1KC46-A-23-51-0000-24A0F-421A-A","Left Audio Management Unit No Input from Captain ACP on the RS-485 Bus - Fault Isolation","002","2016","12","22","K778302BBECF54335C0685B526A53853","","","0"
"FIM","DMC-1KC46-A-23-51-0000-25A0F-421A-A","Left Audio Management Unit No Input from Right AMU on the AMU-AMU PROCESSOR INTERCONNECT BUS 1 - Fault Isolation","002","2016","12","22","DB3F99D9579C5BF92BB668997681A18D","","","0"
"FIM","DMC-1KC46-A-23-51-0000-26A0F-421A-A","Left Audio Management Unit No Input from Right AMU on the AMU-AMU PROCESSOR INTERCONNECT BUS 2 - Fault Isolation","002","2016","12","22","F22D8B70B5156416DC127D88B4EAA6FC","","","0"
